,fname,label,manually_verified
8280,dfe7423a.wav,Bark,0
8311,e0c71892.wav,Meow,0
8327,e152333d.wav,Meow,1
8336,e1a2b50a.wav,Bark,0
8341,e1b3664c.wav,Meow,0
8344,e1c7636a.wav,Bark,0
8345,e1ca0934.wav,Meow,1
8354,e2085fb6.wav,Bark,0
8360,e23b5f47.wav,Bark,0
8404,e3499812.wav,Meow,0
8439,e47a46fc.wav,Bark,0
8441,e4890814.wav,Bark,1
8460,e4f2abc5.wav,Meow,1
8480,e58fdb36.wav,Meow,0
8492,e5e88639.wav,Bark,0
8511,e6660adc.wav,Bark,0
8527,e6d2a47c.wav,Bark,0
8543,e7451c4c.wav,Bark,0
8560,e7ac44d0.wav,Bark,0
8563,e7b0e650.wav,Bark,0
8576,e818acb7.wav,Bark,0
8620,e9055021.wav,Meow,1
8627,e920e82c.wav,Meow,0
8635,e943becf.wav,Meow,1
8644,e97e4eef.wav,Bark,0
8661,ea0f8914.wav,Bark,0
8691,eae18f5e.wav,Meow,1
8693,eaf93312.wav,Meow,1
8706,eb498bf2.wav,Meow,0
8717,eba9349d.wav,Meow,0
8735,ec24aa8a.wav,Meow,1
8789,ed3e9e93.wav,Meow,1
8796,ed84c059.wav,Bark,0
8813,ee1a6d8f.wav,Bark,0
8820,ee3324a5.wav,Meow,0
8846,eeedfb62.wav,Bark,0
8866,ef7b753e.wav,Meow,1
8882,efe11ef2.wav,Meow,0
8901,f05dfc96.wav,Meow,1
8910,f09f18fe.wav,Bark,1
8928,f10a5f1c.wav,Meow,0
8934,f133df4c.wav,Bark,0
8953,f1e1bbc9.wav,Meow,0
8968,f24f8232.wav,Meow,0
8971,f256d891.wav,Bark,0
9113,f62af26f.wav,Bark,0
9132,f69b13de.wav,Bark,0
9141,f6da0840.wav,Bark,1
9163,f7609214.wav,Meow,0
9197,f8b67ac7.wav,Bark,0
9201,f8c827a4.wav,Bark,1
9210,f8f194a4.wav,Bark,0
9216,f90e431b.wav,Bark,1
9224,f95c9a39.wav,Bark,0
9236,f9907471.wav,Meow,0
9239,f9a4b662.wav,Meow,0
9253,fa2786f2.wav,Bark,1
9286,faf61d4f.wav,Meow,1
9291,fb14cf7c.wav,Bark,0
9297,fb359da1.wav,Bark,0
9333,fc35ee0b.wav,Meow,1
9343,fc800c19.wav,Meow,1
9366,fd1ae06f.wav,Meow,1
9441,ff4ea3fe.wav,Meow,0
