,fname,label,manually_verified
1160,20498124.wav,Tearing,0
1165,2072ebd5.wav,Laughter,1
1170,20889068.wav,Keys_jangling,0
1174,20903b44.wav,Fireworks,0
1177,2097b6c7.wav,Tearing,1
1179,20ace19b.wav,Fireworks,0
1183,20c9fd28.wav,Laughter,0
1187,20e4c84a.wav,Keys_jangling,1
1190,20f13d88.wav,Applause,0
1194,21198349.wav,Applause,0
1205,21428eac.wav,Tearing,0
1216,218f3cc6.wav,Applause,0
1217,21909da5.wav,Keys_jangling,0
1218,219ce296.wav,Drawer_open_or_close,0
1226,21e43f5b.wav,Applause,1
1227,21e48c3b.wav,Meow,0
1235,2232ce13.wav,Tearing,1
1237,223772e2.wav,Cowbell,0
1239,22400300.wav,Cowbell,1
1240,2249b436.wav,Tearing,0
1244,225d8e40.wav,Fireworks,0
1251,22980700.wav,Cowbell,1
1256,22ae7fbf.wav,Tearing,0
1263,22cc1654.wav,Drawer_open_or_close,0
1268,22e83dcb.wav,Laughter,1
1276,234a0656.wav,Laughter,0
1278,234f95ec.wav,Bark,0
1285,2372eeb4.wav,Laughter,0
1297,23a3984c.wav,Applause,0
1299,23b7d8f5.wav,Fireworks,0
1300,23b8788a.wav,Laughter,0
1302,23c0de2c.wav,Drawer_open_or_close,1
1303,23c11bee.wav,Applause,0
1304,23cb1f38.wav,Cowbell,1
1309,23fb24e8.wav,Cowbell,0
1311,2405de39.wav,Meow,0
1316,2439dedd.wav,Fireworks,1
1321,2462c802.wav,Applause,0
1329,2499fad5.wav,Laughter,1
1332,24b90fac.wav,Tearing,0
1339,24e8a804.wav,Bark,0
1342,24ecf282.wav,Drawer_open_or_close,1
1351,2533d746.wav,Applause,0
1352,2539611b.wav,Laughter,0
1359,256ce8b0.wav,Fireworks,0
1368,25a8c380.wav,Meow,0
1373,25c99ad7.wav,Laughter,0
1382,260fffaf.wav,Drawer_open_or_close,0
1393,2647f749.wav,Cowbell,1
1405,26a9e392.wav,Applause,0
1410,26d6556a.wav,Fireworks,1
1417,26ee3a88.wav,Tearing,1
1419,26f2aaee.wav,Keys_jangling,1
1427,272be2e3.wav,Applause,1
1431,275018bb.wav,Keys_jangling,1
1442,27870d30.wav,Fireworks,0
1446,27a0f9ed.wav,Bark,1
1448,27a962c5.wav,Meow,1
1453,27d3b396.wav,Tearing,0
1466,28492d31.wav,Bark,0
1486,28ab5413.wav,Keys_jangling,1
1492,28d634e9.wav,Applause,1
1493,28d80cf6.wav,Keys_jangling,1
1498,28f3b63c.wav,Cowbell,0
1501,2904b427.wav,Fireworks,0
1519,299ad29c.wav,Cowbell,1
1531,29ea06f9.wav,Applause,0
1536,2a1540b1.wav,Meow,1
1537,2a180be4.wav,Applause,0
1546,2a72b20b.wav,Bark,1
1550,2a8f8f85.wav,Applause,0
1556,2aad886a.wav,Bark,0
1561,2ad59d34.wav,Meow,0
1563,2ae34e2b.wav,Laughter,0
1569,2b13754b.wav,Bark,0
1573,2b2e2b89.wav,Keys_jangling,1
1579,2b49c53e.wav,Bark,0
1580,2b4e910e.wav,Bark,0
1581,2b6f431f.wav,Laughter,0
1587,2bb21942.wav,Bark,0
1590,2bc640e0.wav,Fireworks,0
1594,2bfa6330.wav,Keys_jangling,1
1595,2bfa9616.wav,Tearing,0
1599,2c0e354c.wav,Bark,1
1601,2c1af1c2.wav,Meow,1
1604,2c264a9c.wav,Tearing,1
1618,2c75e086.wav,Fireworks,1
1619,2c7de292.wav,Tearing,1
1620,2c81e1ce.wav,Applause,0
1624,2cbf4f64.wav,Fireworks,0
1625,2cc24acc.wav,Tearing,0
1630,2cd3efb6.wav,Applause,0
1644,2d2ad4e4.wav,Cowbell,1
1658,2d9fcebb.wav,Bark,0
1663,2db1e842.wav,Fireworks,1
1670,2e150054.wav,Meow,0
1672,2e1973a4.wav,Laughter,0
1677,2e2fa0bf.wav,Laughter,1
1678,2e35864b.wav,Meow,1
1680,2e48021d.wav,Cowbell,1
1683,2e6df938.wav,Keys_jangling,0
1684,2e71ecec.wav,Applause,0
1699,2ed838e9.wav,Drawer_open_or_close,0
1701,2ee73a9d.wav,Applause,1
1702,2eeac352.wav,Fireworks,0
1703,2f06441d.wav,Laughter,0
1706,2f22d8b0.wav,Tearing,0
1716,2f5d12f2.wav,Applause,0
1723,2fb2de13.wav,Tearing,0
1729,2fec9eb7.wav,Applause,0
1741,30619f79.wav,Meow,1
1750,30819e5e.wav,Laughter,0
1761,3103a8e8.wav,Fireworks,0
1763,31102711.wav,Applause,1
1767,31320e98.wav,Bark,1
1771,314c57ed.wav,Fireworks,0
1774,3152ea60.wav,Tearing,0
1777,315b2236.wav,Tearing,0
1779,316af3f0.wav,Cowbell,1
1784,319044aa.wav,Cowbell,0
1788,319d145b.wav,Tearing,0
1795,31b2f39c.wav,Fireworks,1
1809,3226ede7.wav,Tearing,0
1811,32421c59.wav,Drawer_open_or_close,1
1814,3254c6eb.wav,Fireworks,0
1816,325b0d6b.wav,Drawer_open_or_close,0
1825,327fea32.wav,Bark,0
1826,3283499e.wav,Fireworks,0
1831,32bbf20f.wav,Cowbell,0
1833,32c2eb1b.wav,Applause,0
1836,32ce1b18.wav,Laughter,0
1837,32d47487.wav,Drawer_open_or_close,1
1849,335ef9e4.wav,Laughter,1
1856,3397dcf9.wav,Drawer_open_or_close,0
1859,33a40fbe.wav,Meow,1
1866,33d1cc84.wav,Tearing,0
1878,340c2dc4.wav,Fireworks,0
1891,34816bee.wav,Fireworks,0
1892,348440ac.wav,Fireworks,0
1904,34d3e8bc.wav,Applause,0
1909,34f10443.wav,Tearing,0
1914,35270d67.wav,Applause,0
1918,354bd271.wav,Tearing,0
1923,35669b76.wav,Applause,1
1927,357a5b9a.wav,Bark,1
1929,358139e5.wav,Keys_jangling,0
1934,35950597.wav,Tearing,0
1935,35a38d01.wav,Bark,1
1945,35f2639c.wav,Tearing,0
1947,35f6b357.wav,Drawer_open_or_close,0
1958,36315bea.wav,Fireworks,1
1963,3650faee.wav,Laughter,1
1970,366a5492.wav,Fireworks,0
1973,367e990f.wav,Bark,0
1979,369293a9.wav,Keys_jangling,1
1980,36967fb1.wav,Fireworks,0
1987,36c81c76.wav,Cowbell,1
1988,36ccf0c8.wav,Laughter,1
2001,3731f5d2.wav,Cowbell,0
2003,373763dc.wav,Drawer_open_or_close,0
2007,375bfb8e.wav,Meow,1
2008,3769aa70.wav,Tearing,1
2010,3788e6ce.wav,Cowbell,0
2011,37944d45.wav,Applause,0
2014,37ac629d.wav,Cowbell,0
2017,37c85fee.wav,Laughter,0
2022,37d5d788.wav,Meow,0
2027,37f5403f.wav,Cowbell,0
2032,3804ed01.wav,Bark,0
2034,3811852f.wav,Bark,0
2035,3814ab19.wav,Laughter,0
2038,3824a5f6.wav,Drawer_open_or_close,1
2039,38311105.wav,Keys_jangling,0
2043,38460d69.wav,Laughter,0
2052,388093aa.wav,Bark,0
2055,38852ae1.wav,Applause,0
2056,38883816.wav,Fireworks,0
2061,38cb633d.wav,Cowbell,0
2064,38d30516.wav,Applause,0
2066,38e1a81c.wav,Laughter,1
2077,391dea43.wav,Bark,1
2079,392882a3.wav,Meow,0
2090,39788c4e.wav,Keys_jangling,0
2092,399018c7.wav,Cowbell,1
2093,3994f7ef.wav,Laughter,0
2096,39b0f258.wav,Cowbell,0
2100,39daded1.wav,Bark,0
2101,39e89705.wav,Cowbell,1
2102,39ec9cc6.wav,Applause,0
2110,3a0e1a71.wav,Keys_jangling,0
2115,3a2e4d2e.wav,Tearing,0
2118,3a40f0c7.wav,Keys_jangling,1
2121,3a48280f.wav,Applause,0
2123,3a4abb1d.wav,Bark,0
2128,3a7f4b9f.wav,Bark,0
2133,3a90abf3.wav,Applause,0
2134,3a9f7224.wav,Laughter,0
2140,3abe8ab2.wav,Applause,0
2149,3aeb3ecc.wav,Keys_jangling,1
2152,3b04a2b1.wav,Bark,1
2157,3b1d5657.wav,Fireworks,0
2171,3b9fd9e4.wav,Drawer_open_or_close,0
2172,3ba2f20d.wav,Applause,1
2173,3bb61de8.wav,Laughter,0
2175,3bc32fc8.wav,Drawer_open_or_close,0
2185,3beb7086.wav,Tearing,0
2189,3c002b9b.wav,Bark,0
2192,3c200451.wav,Bark,0
2195,3c239857.wav,Laughter,0
2197,3c32e5d3.wav,Laughter,0
2203,3c4762d7.wav,Tearing,0
2205,3c55ce83.wav,Drawer_open_or_close,0
2213,3c731886.wav,Keys_jangling,0
2221,3c9aa9e8.wav,Applause,0
2240,3d3159e3.wav,Laughter,1
2242,3d3b9761.wav,Laughter,0
2245,3d4fcc98.wav,Bark,1
2252,3d7507e9.wav,Tearing,0
2274,3e23db4c.wav,Tearing,0
2279,3e351b36.wav,Tearing,0
2285,3e5a6eea.wav,Laughter,0
2291,3e7bb5fe.wav,Laughter,1
2292,3e7c0c48.wav,Tearing,0
2293,3e8687d9.wav,Tearing,0
2294,3e93dd4c.wav,Fireworks,1
2298,3ecef0f4.wav,Applause,0
2300,3ed699d0.wav,Tearing,0
2304,3eed2e68.wav,Laughter,1
2309,3f13875c.wav,Applause,0
2311,3f272bc9.wav,Bark,1
2315,3f3b55e7.wav,Applause,0
2316,3f3f7481.wav,Bark,0
2317,3f4e1fb2.wav,Fireworks,0
2320,3f5625b1.wav,Drawer_open_or_close,0
2321,3f5bfd26.wav,Applause,1
2324,3f6dbc86.wav,Laughter,0
2331,3f9adde5.wav,Bark,0
2335,3fb27eb8.wav,Applause,1
2339,3fd6adb9.wav,Fireworks,0
2344,40115a34.wav,Fireworks,0
2347,4024dab4.wav,Cowbell,1
2350,403aa626.wav,Cowbell,1
2352,403ff069.wav,Cowbell,1
2356,405b6af2.wav,Bark,0
2357,4064c354.wav,Tearing,0
2358,40733d4e.wav,Meow,0
2364,40a93104.wav,Laughter,0
2367,40ba86f3.wav,Drawer_open_or_close,0
2377,410b8cc3.wav,Bark,0
2378,41108e2f.wav,Cowbell,1
2380,41264c8a.wav,Bark,0
2382,4136ba6a.wav,Fireworks,0
2391,41847933.wav,Cowbell,0
2395,41933d4e.wav,Laughter,1
2404,41eadcab.wav,Fireworks,0
2408,420ecbc6.wav,Keys_jangling,0
2409,4217d933.wav,Bark,1
2410,421865a6.wav,Tearing,0
2411,421dcfe3.wav,Cowbell,0
2414,42301f90.wav,Fireworks,0
2427,4278112e.wav,Applause,0
2428,4286d72e.wav,Cowbell,0
2441,42cea3c1.wav,Laughter,0
2443,42e5efeb.wav,Tearing,0
2445,42faaa9e.wav,Fireworks,0
2446,4305d21f.wav,Applause,0
2449,430cb829.wav,Bark,0
2451,431285df.wav,Tearing,1
2452,431a2c13.wav,Cowbell,1
2460,43523546.wav,Bark,1
2463,43671f8b.wav,Laughter,0
2466,436ec5c3.wav,Fireworks,0
2470,4397bc6f.wav,Fireworks,0
2472,43a84fec.wav,Applause,0
2474,43abca14.wav,Tearing,0
2477,43c12681.wav,Tearing,0
2479,43d0fe93.wav,Bark,0
2484,43fd7a48.wav,Applause,1
2487,4412da08.wav,Tearing,0
2488,4419dc7d.wav,Cowbell,1
2492,442490bc.wav,Meow,0
2494,4430e0ee.wav,Cowbell,0
2496,44430b53.wav,Fireworks,1
2498,445b88ad.wav,Bark,0
2501,44911b70.wav,Meow,0
2506,44b3dad2.wav,Applause,0
2512,44e26366.wav,Cowbell,0
2514,44ecc876.wav,Fireworks,0
2520,4509d8c8.wav,Meow,1
2521,450b7adb.wav,Fireworks,1
2524,4517a4af.wav,Tearing,0
2527,4526e386.wav,Laughter,0
2530,45449f84.wav,Fireworks,0
2542,4590ba37.wav,Applause,0
2547,45bf81f1.wav,Drawer_open_or_close,1
2551,45d71502.wav,Laughter,1
2560,4601c0f2.wav,Tearing,0
2561,46076458.wav,Meow,1
2562,460d7b62.wav,Tearing,0
2564,4619c0dd.wav,Fireworks,0
2565,461c6cd1.wav,Tearing,0
2566,4629e77b.wav,Meow,0
2569,464c651e.wav,Meow,0
2576,46772c0d.wav,Tearing,0
2583,469e4ebe.wav,Tearing,0
2592,470e36b8.wav,Keys_jangling,0
2597,4716c05b.wav,Cowbell,1
2608,476f3ba7.wav,Drawer_open_or_close,0
2610,477622b6.wav,Applause,0
2611,47797e57.wav,Bark,0
2615,47a42a02.wav,Cowbell,1
2618,47c0a3fc.wav,Fireworks,0
2625,47d8708c.wav,Drawer_open_or_close,1
2626,47da5300.wav,Cowbell,1
2627,47dae3d2.wav,Cowbell,0
2631,481394b9.wav,Applause,0
2635,481f5a64.wav,Tearing,0
2643,48446686.wav,Fireworks,0
2645,4850a398.wav,Keys_jangling,1
2653,488068c4.wav,Keys_jangling,0
2670,48c06dee.wav,Drawer_open_or_close,1
2673,48cfca3e.wav,Applause,0
2675,48ee4191.wav,Fireworks,0
2677,4900d8a0.wav,Bark,1
2681,491c0d87.wav,Fireworks,0
2686,49345c2f.wav,Meow,1
2695,4965b412.wav,Fireworks,0
2702,49a0c96f.wav,Keys_jangling,0
2707,49c9d9b9.wav,Drawer_open_or_close,1
2710,49d51b77.wav,Meow,0
2715,49e5071e.wav,Keys_jangling,0
2717,49e83eee.wav,Tearing,0
2721,49fb0cc8.wav,Tearing,0
2722,4a03755f.wav,Applause,0
2729,4a400131.wav,Applause,0
2733,4a5e1f74.wav,Tearing,0
2736,4a70bad0.wav,Laughter,0
2741,4a7cd04a.wav,Tearing,0
2742,4a7ed000.wav,Laughter,1
2751,4acda322.wav,Tearing,1
2752,4ada7042.wav,Laughter,0
2754,4aeb611b.wav,Tearing,0
2757,4af50e05.wav,Applause,0
2762,4aff76bc.wav,Drawer_open_or_close,1
2769,4b166997.wav,Meow,0
2772,4b2d5441.wav,Tearing,1
2776,4b606159.wav,Tearing,0
2785,4bb33e00.wav,Tearing,0
2786,4bb53f71.wav,Drawer_open_or_close,1
2796,4bf0c44b.wav,Meow,1
2798,4bfbb74e.wav,Applause,1
2802,4c05bc49.wav,Drawer_open_or_close,0
2807,4c1d875e.wav,Laughter,0
2814,4c5667a2.wav,Applause,0
2816,4c5c9793.wav,Laughter,0
2824,4c80d382.wav,Fireworks,0
2827,4c9112c0.wav,Bark,0
2828,4c9c19b0.wav,Bark,0
2831,4ca2a9b4.wav,Laughter,1
2833,4ca93593.wav,Bark,0
2840,4cc1da2f.wav,Bark,0
2841,4cc40031.wav,Fireworks,0
2842,4ccf85c8.wav,Meow,1
2848,4cf5f73c.wav,Keys_jangling,0
2854,4d08e621.wav,Fireworks,1
2860,4d2baaed.wav,Drawer_open_or_close,0
2862,4d2ed112.wav,Applause,0
2864,4d416fe0.wav,Tearing,0
2865,4d41f847.wav,Cowbell,0
2868,4d5430cf.wav,Bark,1
2871,4d61a3c6.wav,Fireworks,1
2877,4da35b82.wav,Drawer_open_or_close,1
2882,4dd5b189.wav,Cowbell,0
2885,4de60e0b.wav,Fireworks,0
2895,4e1af22c.wav,Tearing,1
2898,4e260295.wav,Tearing,0
2901,4e48e683.wav,Fireworks,0
2902,4e4b9381.wav,Tearing,0
2903,4e50f73b.wav,Cowbell,1
2904,4e556dc5.wav,Fireworks,1
2906,4e5d8e2c.wav,Fireworks,0
2912,4e8c24e1.wav,Laughter,1
2925,4efc103c.wav,Tearing,0
2927,4f0289dc.wav,Fireworks,1
2933,4f2f568c.wav,Fireworks,0
2936,4f4d865f.wav,Laughter,0
2938,4f5a5cd7.wav,Meow,0
2943,4f716ff6.wav,Laughter,0
2944,4f7f9b42.wav,Fireworks,0
2953,4fd997f5.wav,Keys_jangling,1
2963,500c144a.wav,Tearing,0
2970,503dabea.wav,Cowbell,0
2972,503f2dfd.wav,Laughter,0
2977,50556530.wav,Tearing,0
2979,506d0b19.wav,Laughter,1
2982,508c1461.wav,Fireworks,0
2985,50917ab0.wav,Bark,0
2989,50af697c.wav,Tearing,0
2990,50bcdc09.wav,Cowbell,0
2992,50bdc567.wav,Applause,0
2994,50d300d1.wav,Cowbell,1
2995,50d356da.wav,Bark,0
2996,50d7bcd2.wav,Tearing,0
2998,50e7451d.wav,Applause,1
3005,511fb54a.wav,Bark,1
3013,514a974d.wav,Tearing,0
3017,516ed121.wav,Fireworks,0
3019,51723a64.wav,Cowbell,0
3022,518ea0eb.wav,Fireworks,0
3024,519b068d.wav,Bark,0
3030,51bc618d.wav,Applause,0
3033,51cfc1d3.wav,Fireworks,1
3036,51f845a4.wav,Tearing,0
3043,52127914.wav,Meow,1
3045,521c3585.wav,Fireworks,0
3052,52422d3d.wav,Fireworks,0
3054,524dea8d.wav,Applause,0
3055,5252f89f.wav,Tearing,0
3065,529c6ded.wav,Tearing,0
3067,52aceab1.wav,Tearing,0
3074,52e5b888.wav,Laughter,0
3075,52e8444c.wav,Fireworks,0
3077,52efdfdd.wav,Meow,0
3083,5318e9d2.wav,Fireworks,0
3088,5343d118.wav,Fireworks,0
3094,5372a9e5.wav,Drawer_open_or_close,0
3095,53765a7b.wav,Fireworks,0
3100,53b13ce5.wav,Keys_jangling,0
3102,53b99f13.wav,Tearing,0
3106,53c94e09.wav,Fireworks,0
3109,53d2b678.wav,Tearing,1
3110,53d5dfdf.wav,Applause,0
3117,540dcb37.wav,Cowbell,0
3118,541793d3.wav,Tearing,0
3121,542cab4b.wav,Cowbell,1
3122,543e2e44.wav,Laughter,1
3127,545574e6.wav,Cowbell,0
3128,5460a181.wav,Applause,0
3129,546416c0.wav,Bark,1
3131,5467ecb4.wav,Tearing,0
3132,546d1aa8.wav,Tearing,0
3138,54a77272.wav,Fireworks,0
3139,54a7a58f.wav,Tearing,0
3144,54b714ef.wav,Applause,0
3149,54c32b7a.wav,Applause,0
3152,54db602f.wav,Tearing,1
3155,54f4ed65.wav,Bark,1
3158,54feec8f.wav,Applause,0
3160,5503e01b.wav,Keys_jangling,1
3168,5554d95d.wav,Cowbell,1
3169,5558f338.wav,Fireworks,0
3170,5560b9c0.wav,Tearing,0
3172,557475a3.wav,Tearing,0
3178,55aed1da.wav,Fireworks,1
3180,55b7b452.wav,Meow,1
3183,55cb6a50.wav,Fireworks,0
3198,5631d60b.wav,Applause,0
3212,5683f1b4.wav,Laughter,0
3215,569ee690.wav,Bark,1
3218,56aacb80.wav,Laughter,0
3220,56bfa515.wav,Tearing,1
3225,56e0b337.wav,Drawer_open_or_close,0
3233,5709ee5e.wav,Laughter,0
3239,574d304d.wav,Bark,0
3255,5791b221.wav,Drawer_open_or_close,1
3262,5802940e.wav,Applause,1
3266,585462e1.wav,Laughter,0
3272,5868ef95.wav,Tearing,0
3286,58c581a3.wav,Bark,0
3288,58ce33ad.wav,Laughter,1
3293,58d5cc06.wav,Tearing,1
3294,58da3a95.wav,Cowbell,0
3295,58e7e580.wav,Tearing,0
3314,595c7b54.wav,Laughter,0
3316,5966612f.wav,Tearing,0
3317,59667f26.wav,Bark,0
